Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
wdm,io.github.bonigarcia.wdm,WebDriverManager,storeInResolutionCache,9,3,3,1289,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getValueFromResolutionCache,7,2,1,1303,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,postDownload,18,4,1,1313,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getBrowserVersionFromTheShell,3,1,0,1333,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,detectBrowserVersion,15,3,0,1338,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,useResolutionCacheWithKey,3,1,1,1359,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,useResolutionCache,3,1,0,1364,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,isUnknown,3,1,1,1368,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,isUseMirror,3,1,0,1373,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,isChrome,4,1,0,1377,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getCurrentVersion,26,4,1,1383,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,handleException,15,3,2,1408,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,fallback,12,2,2,1425,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,createUrlHandler,51,9,1,1440,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriversFromMirror,20,5,2,1520,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getMirrorUrls,11,1,2,1541,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getNamespaceContext,3,1,0,1559,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getS3NamespaceContext,3,1,0,1563,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriversFromXml,22,3,3,1567,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,logSeekRepo,3,1,1,1593,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,loadXML,6,1,1,1597,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,openGitHubConnection,11,3,1,1606,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriversFromGitHub,25,5,1,1621,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getHttpClient,3,1,0,1655,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getResolutionCache,7,1,0,1659,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getVersionDetector,7,1,0,1666,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getWebDriverCreator,7,1,0,1673,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getFolderFilter,3,1,0,1680,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getVersionCharset,3,1,0,1685,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getLatestVersionLabel,3,1,0,1689,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getOsLabel,3,1,0,1693,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriverVersionFromRepository,3,1,1,1697,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriverUrlCkeckingMirror,9,3,1,1705,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getLatestDriverVersionFromRepository,3,1,0,1715,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,getShortDriverName,3,1,0,1719,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getKeyForResolutionCache,3,1,0,1723,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getDriverVersionLabel,3,1,1,1727,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,buildUrl,3,1,1,1731,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,instantiateDriver,0,10,0,1735,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,initBrowserWatcherForChromium,16,2,2,1793,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getBrowserWatcherAsPath,19,4,0,1817,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getMergedCapabilities,7,2,0,1837,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,addShutdownHookIfRequired,16,2,0,1845,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,run,8,1,0,1849,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,createDockerWebDriver,61,7,0,1863,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,createLocalWebDriver,13,3,0,1951,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,getCapabilities,3,1,0,1971,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,addDefaultArgumentsForDocker,7,2,1,1975,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,logCliError,14,1,3,1988,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,resolveLocal,20,4,2,2005,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,runInDocker,25,3,2,2028,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm,WebDriverManager,startServer,6,2,2,2057,0,,
wdm,io.github.bonigarcia.wdm,WebDriverManager,main,24,5,1,2064,0,io.github.bonigarcia.wdm.WebDriverManager,io.github.bonigarcia.wdm.WebDriverManager
wdm,io.github.bonigarcia.wdm.webdriver,OptionsWithArguments,OptionsWithArguments,4,1,2,44,0,,
wdm,io.github.bonigarcia.wdm.webdriver,OptionsWithArguments,addArguments,4,1,1,49,0,,
wdm,io.github.bonigarcia.wdm.webdriver,OptionsWithArguments,addArguments,4,1,1,54,0,,
wdm,io.github.bonigarcia.wdm.webdriver,OptionsWithArguments,asMap,7,1,0,59,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,WebDriverBrowser,3,1,0,54,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,WebDriverBrowser,4,1,1,58,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getDriver,3,1,0,63,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setDriver,4,1,1,67,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getDockerContainerList,3,1,0,72,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,addDockerContainer,3,1,1,76,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,addDockerContainer,3,1,2,80,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getBrowserContainerId,3,1,0,85,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setBrowserContainerId,3,1,1,89,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getNoVncUrl,3,1,0,93,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setNoVncUrl,3,1,1,97,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getVncUrl,3,1,0,101,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setVncUrl,3,1,1,105,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getSeleniumServerUrl,3,1,0,109,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setSeleniumServerUrl,3,1,1,113,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getUrl,10,1,1,117,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getRecordingPath,3,1,0,127,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,setRecordingPath,3,1,1,131,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,getIdentityHash,3,1,0,135,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,calculateIdentityHash,3,1,1,139,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,readLogs,3,1,0,143,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,readJavaScriptVariable,3,1,1,149,0,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser,io.github.bonigarcia.wdm.webdriver.WebDriverBrowser
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,executeJavaScript,3,1,1,153,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,startRecording,3,1,0,157,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,startRecording,3,1,1,162,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverBrowser,stopRecording,3,1,0,168,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverCreator,WebDriverCreator,3,1,1,49,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverCreator,createLocalWebDriver,10,2,2,53,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverCreator,createRemoteWebDriver,37,4,2,69,0,,
wdm,io.github.bonigarcia.wdm.webdriver,WebDriverCreator,getSessionId,5,1,1,117,0,,
